cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Plasma cell,GO:2000106,regulation of leukocyte apoptotic process,8/300,124/28891,4.783480027045525e-5,0.0015012439549165198,0.0011850802021890984,Cd3g/Il7r/Bcl2l1/St6gal1/Lyn/Lgals3/Selenos/Pnp,8
Plasma cell,GO:0050670,regulation of lymphocyte proliferation,12/300,286/28891,5.000903327868614e-5,0.0015555907254387767,0.0012279814785525539,Tfrc/Mzb1/Zap70/Laptm5/Coro1a/Sash3/Lyn/Selenok/Lgals3/Il4i1/Il4i1b/Pnp,12
Plasma cell,GO:0034248,regulation of amide metabolic process,16/300,482/28891,5.082265028383605e-5,0.0015670317170849448,0.001237012983824486,Apoe/Rpl10/Cnot8/Tmed10/Dnajc3/Srp9/Cdk5rap1/Serp1/Eif1/Rps27l/Cpeb2/Zfp36/Ngrn/Rpl38/Gapdh/Zfp706,16
Plasma cell,GO:1903828,negative regulation of protein localization,11/300,244/28891,5.405950800664965e-5,0.0016523406142902046,0.0013043557263663933,Apoe/Abhd17a/Bcl2l1/Derl3/Macroh2a1/Eny2/Ap2m1/Sapcd2/Dnaja1/Vcp/Coro2b,11
Plasma cell,GO:0002456,T cell mediated immunity,9/300,165/28891,6.059895451053804e-5,0.0018362528026253553,0.0014495357902883693,Il7r/Cr2/Sash3/Cd8a/B2m/Slfn2/Il4i1/Il4i1b/Pnp,9
Plasma cell,GO:1901136,carbohydrate derivative catabolic process,9/300,166/28891,6.349837038240172e-5,0.0019006239707931756,0.0015003503142953691,Gm2a/Psap/Mgat1/Hexa/Cst3/Edem1/Nt5m/Edem2/Pnp,9
Plasma cell,GO:0006979,response to oxidative stress,14/300,389/28891,6.380473074070974e-5,0.0019006239707931756,0.0015003503142953691,Lck/Apoe/Psap/Macroh2a1/Xbp1/Prdx4/Cst3/Trp53inp1/Sesn3/Neil1/Cpeb2/Selenok/Ide/Selenos,14
Plasma cell,GO:0009199,ribonucleoside triphosphate metabolic process,9/300,167/28891,6.651373222472903e-5,0.0019646703257976683,0.0015509084311754599,Atp5mc1/Bcl2l1/Rhoa/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,9
Plasma cell,GO:0009144,purine nucleoside triphosphate metabolic process,9/300,169/28891,7.290711799952195e-5,0.0021355709980693306,0.0016858172197082447,Atp5mc1/Bcl2l1/Rhoa/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,9
Plasma cell,GO:0019882,antigen processing and presentation,8/300,134/28891,8.280668535581224e-5,0.002405499991947769,0.001898898848176782,Psap/Ctse/Fcer2a/H2-DMa/Ide/H2-Eb1/B2m/H2-Ab1,8
Plasma cell,GO:0007040,lysosome organization,7/300,100/28891,8.519441408337497e-5,0.0024346208577484796,0.0019218868251927807,Acp2/Lipa/Hexa/Laptm5/Coro1a/Cln3/Irgm2,7
Plasma cell,GO:0080171,lytic vacuole organization,7/300,100/28891,8.519441408337497e-5,0.0024346208577484796,0.0019218868251927807,Acp2/Lipa/Hexa/Laptm5/Coro1a/Cln3/Irgm2,7
Plasma cell,GO:0002821,positive regulation of adaptive immune response,9/300,174/28891,9.118802930228367e-5,0.0025834078168533517,0.0020393390747100205,Fcer2a/Tfrc/Clec4n/Sash3/H2-DMa/Skap1/B2m/H2-Ab1/Pnp,9
Plasma cell,GO:0051209,release of sequestered calcium ion into cytosol,8/300,136/28891,9.187083274727424e-5,0.0025834078168533517,0.0020393390747100205,Lck/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Xcr1,8
Plasma cell,GO:0007030,Golgi organization,8/300,137/28891,9.670207197089834e-5,0.0026764392360449423,0.0021127779669729637,Stx5a/Gorasp2/Tmed10/Bet1/Cog7/Lman1/Bhlha15/Tmed9,8
Plasma cell,GO:0051283,negative regulation of sequestering of calcium ion,8/300,137/28891,9.670207197089834e-5,0.0026764392360449423,0.0021127779669729637,Lck/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Xcr1,8
Plasma cell,GO:0051282,regulation of sequestering of calcium ion,8/300,139/28891,1.0699681137064036e-4,0.002938232749748444,0.0023194374570148684,Lck/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Xcr1,8
Plasma cell,GO:0042274,ribosomal small subunit biogenesis,7/300,104/28891,1.0914451798197088e-4,0.002973976594625021,0.0023476536058790313,Rps27l/Rps21/Rps19/Rps27rt/Rpl38/Rps28/Rps27,7
Plasma cell,GO:0046631,alpha-beta T cell activation,10/300,221/28891,1.1409251406709768e-4,0.003084886053429603,0.00243520540146453,Psap/Rhoa/Irf4/Zap70/Lef1/Rpl22/Sash3/Eomes/H2-Ab1/Pnp,10
Plasma cell,GO:0051208,sequestering of calcium ion,8/300,141/28891,1.1818161987463101e-4,0.0031710564416742595,0.00250322820401388,Lck/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Xcr1,8
Plasma cell,GO:0002703,regulation of leukocyte mediated immunity,12/300,314/28891,1.2124467336999868e-4,0.0032285986886026164,0.002548651985672381,Il7r/Fcer2a/Tfrc/Dnase1l3/Cr2/Sash3/Lamp1/Lyn/B2m/Il4i1/Il4i1b/Pnp,12
Plasma cell,GO:0034655,nucleobase-containing compound catabolic process,14/300,414/28891,1.2297456947013856e-4,0.003250042193139376,0.00256557946278817,Smg9/Hnrnpa0/Wdr82/Mgat1/Cnot8/Dnase1l3/Rbm38/Vcp/Nt5m/Rnps1/Ikbke/Zfp36/Slfn2/Pnp,14
Plasma cell,GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",3/300,10/28891,1.26023055931204e-4,0.0033057540417774775,0.002609558330201522,Sec61a1/Tram2/Sec61b,3
Plasma cell,GO:0070085,glycosylation,10/300,225/28891,1.3214326293702205e-4,0.0034337137450224393,0.002710569568579517,Plod3/Derl3/Mgat1/St6gal1/Rpn2/Ddost/Rpn1/Cog7/Ostc/Krtcap2,10
Plasma cell,GO:0090150,establishment of protein localization to membrane,11/300,270/28891,1.3285492726118115e-4,0.0034337137450224393,0.002710569568579517,Srp19/Gorasp2/Srp9/Hspa5/Ssr3/Sec61a1/Cln3/Nacad/Tram2/Sec61b/Irgm2,11
Plasma cell,GO:0006417,regulation of translation,14/300,418/28891,1.3589909328907902e-4,0.0034867541088402392,0.002752439569035823,Rpl10/Cnot8/Dnajc3/Srp9/Cdk5rap1/Serp1/Eif1/Rps27l/Cpeb2/Zfp36/Ngrn/Rpl38/Gapdh/Zfp706,14
Plasma cell,GO:0009141,nucleoside triphosphate metabolic process,9/300,184/28891,1.3942338759800784e-4,0.003551255126137664,0.0028033565957921334,Atp5mc1/Bcl2l1/Rhoa/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,9
Plasma cell,GO:0042129,regulation of T cell proliferation,10/300,227/28891,1.4203690206531416e-4,0.0035917964802847434,0.002835359892799456,Tfrc/Zap70/Laptm5/Coro1a/Sash3/Selenok/Lgals3/Il4i1/Il4i1b/Pnp,10
Plasma cell,GO:0014902,myotube differentiation,8/300,146/28891,1.5042910972548038e-4,0.003776845147750454,0.0029814370920027543,Pld3/Xbp1/Myh9/Cacna1s/Rbm38/Cxcl9/Bhlhe41/Bhlha15,8
Plasma cell,GO:0050856,regulation of T cell receptor signaling pathway,5/300,49/28891,1.5317213432334976e-4,0.003818440086145918,0.0030142720871694662,Lck/Lipa/Laptm5/Thy1/Lgals3,5
Plasma cell,GO:0002478,antigen processing and presentation of exogenous peptide antigen,5/300,53/28891,2.2284125233368473e-4,0.005508619173628178,0.004348497459514525,Ctse/H2-DMa/H2-Eb1/B2m/H2-Ab1,5
Plasma cell,GO:0071281,cellular response to iron ion,3/300,12/28891,2.2750604621204402e-4,0.005508619173628178,0.004348497459514525,Tfrc/Trf/B2m,3
Plasma cell,GO:0090160,Golgi to lysosome transport,3/300,12/28891,2.2750604621204402e-4,0.005508619173628178,0.004348497459514525,Laptm5/Cln3/Lamp1,3
Plasma cell,GO:1904152,"regulation of retrograde protein transport, ER to cytosol",3/300,12/28891,2.2750604621204402e-4,0.005508619173628178,0.004348497459514525,Derl3/Edem1/Edem2,3
Plasma cell,GO:0048002,antigen processing and presentation of peptide antigen,6/300,83/28891,2.302324545925566e-4,0.005508619173628178,0.004348497459514525,Ctse/H2-DMa/Ide/H2-Eb1/B2m/H2-Ab1,6
Plasma cell,GO:0002706,regulation of lymphocyte mediated immunity,10/300,241/28891,2.3037468521289962e-4,0.005508619173628178,0.004348497459514525,Il7r/Fcer2a/Tfrc/Cr2/Sash3/Lamp1/B2m/Il4i1/Il4i1b/Pnp,10
Plasma cell,GO:0030218,erythrocyte differentiation,8/300,156/28891,2.3679037266894056e-4,0.005586027919002188,0.004409603831545937,Sfxn1/Tspo2/Rhd/Uba5/Rps19/Lyn/Zfp36/B2m,8
Plasma cell,GO:0141060,disruption of anatomical structure in another organism,8/300,156/28891,2.3679037266894056e-4,0.005586027919002188,0.004409603831545937,Hmgn2/Fcer2a/Bcl2l1/Cxcl9/Rps19/Lgals3/Gapdh/Irgm2,8
Plasma cell,GO:0045730,respiratory burst,4/300,30/28891,2.5238575458321936e-4,0.005875072366622622,0.004637775176586729,Lipa/Rps19/Selenok/Jchain,4
Plasma cell,GO:0048199,"vesicle targeting, to, from or within Golgi",4/300,30/28891,2.5238575458321936e-4,0.005875072366622622,0.004637775176586729,Tmed10/Preb/Arfgap3/Tmed9,4
Plasma cell,GO:0070665,positive regulation of leukocyte proliferation,9/300,202/28891,2.797149631323268e-4,0.006468408522435057,0.0051061540361275175,Bcl2l1/Tfrc/St6gal1/Zap70/Coro1a/Sash3/Lyn/Selenok/Pnp,9
Plasma cell,GO:0034067,protein localization to Golgi apparatus,4/300,31/28891,2.874208120460816e-4,0.006600808345062254,0.00521067029949363,Ift20/Tmed10/Cog7/Arl5c,4
Plasma cell,GO:0065002,intracellular protein transmembrane transport,5/300,56/28891,2.8919615508949845e-4,0.006600808345062254,0.00521067029949363,Hspa5/Dnajc19/Sec61a1/Tram2/Sec61b,5
Plasma cell,GO:0071216,cellular response to biotic stimulus,12/300,349/28891,3.1978489514737277e-4,0.00721794079220556,0.005697833923262367,Rhoa/Cxcl16/Xbp1/Cr2/Hspa5/Cxcl9/Lyn/Zfp36/B2m/Nuggc/Irgm2/Selenos,12
Plasma cell,GO:0032496,response to lipopolysaccharide,13/300,401/28891,3.2034104227142744e-4,0.00721794079220556,0.005697833923262367,Rhoa/Hnrnpa0/Slpi/Cxcl16/Xbp1/Cr2/Cxcl9/Lyn/Zfp36/B2m/Nuggc/Irgm2/Selenos,13
Plasma cell,GO:0052547,regulation of peptidase activity,14/300,457/28891,3.372730028108271e-4,0.00755104843872648,0.005960788705392829,Lck/Rhoa/Cldn13/Slpi/Tmed10/Xiap/Cst3/Vcp/Laptm5/Rps27l/Lyn/Sfn/Gapdh/Lamtor5,14
Plasma cell,GO:0045058,T cell selection,5/300,58/28891,3.4109845083682216e-4,0.0075883611056419605,0.005990243280518744,Cd3g/Rhoa/Irf4/Zap70/H2-DMa,5
Plasma cell,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,8/300,166/28891,3.601294283305256e-4,0.007961351827558475,0.006284681715188783,Fcer2a/Tfrc/Clec4n/Sash3/H2-DMa/B2m/H2-Ab1/Pnp,8
Plasma cell,GO:0002679,respiratory burst involved in defense response,3/300,14/28891,3.706635419510478e-4,0.008092436956260454,0.006388160160725478,Lipa/Rps19/Selenok,3
Plasma cell,GO:0046479,glycosphingolipid catabolic process,3/300,14/28891,3.706635419510478e-4,0.008092436956260454,0.006388160160725478,Gm2a/Psap/Hexa,3
Plasma cell,GO:0034101,erythrocyte homeostasis,8/300,168/28891,3.901652361199644e-4,0.008465622252849844,0.006682752192412126,Sfxn1/Tspo2/Rhd/Uba5/Rps19/Lyn/Zfp36/B2m,8
Plasma cell,GO:0019884,antigen processing and presentation of exogenous antigen,5/300,60/28891,3.9975484780599565e-4,0.008620480306982052,0.006804996957162445,Ctse/H2-DMa/H2-Eb1/B2m/H2-Ab1,5
Plasma cell,GO:0071353,cellular response to interleukin-4,4/300,34/28891,4.1338743828035383e-4,0.008860102716801486,0.006994154604024473,Xbp1/Hspa5/Lef1/Coro1a,4
Plasma cell,GO:0051348,negative regulation of transferase activity,10/300,260/28891,4.20246802368872e-4,0.008940406296183884,0.007057546154597804,Apoe/Macroh2a1/Dnajc3/Cdk5rap1/Dnaja1/Actb/Thy1/Mcrs1/Lyn/Zfp36,10
Plasma cell,GO:0052548,regulation of endopeptidase activity,12/300,360/28891,4.222211792792389e-4,0.008940406296183884,0.007057546154597804,Lck/Rhoa/Tmed10/Xiap/Cst3/Vcp/Laptm5/Rps27l/Lyn/Sfn/Gapdh/Lamtor5,12
Plasma cell,GO:0071806,protein transmembrane transport,5/300,61/28891,4.317879170669694e-4,0.009088230709523337,0.007174238571626418,Hspa5/Dnajc19/Sec61a1/Tram2/Sec61b,5
Plasma cell,GO:0002262,myeloid cell homeostasis,9/300,215/28891,4.412323990275088e-4,0.009231737396319604,0.00728752258042928,Sfxn1/Tspo2/Lipa/Rhd/Uba5/Rps19/Lyn/Zfp36/B2m,9
Plasma cell,GO:0071222,cellular response to lipopolysaccharide,11/300,312/28891,4.575216658707108e-4,0.00950654995827427,0.0075044592917604186,Rhoa/Cxcl16/Xbp1/Cr2/Cxcl9/Lyn/Zfp36/B2m/Nuggc/Irgm2/Selenos,11
Plasma cell,GO:0071838,cell proliferation in bone marrow,3/300,15/28891,4.5977624264768874e-4,0.00950654995827427,0.0075044592917604186,Lipa/Lef1/Lgals3,3
Plasma cell,GO:0043122,regulation of canonical NF-kappaB signal transduction,9/300,217/28891,4.718039085392511e-4,0.00969819145330683,0.007655740861246328,S100a4/Rhoa/Tfrc/Clec4n/Ltb/Ikbkb/Gapdh/Irgm2/Lamtor5,9
Plasma cell,GO:0002260,lymphocyte homeostasis,6/300,95/28891,4.779141521772864e-4,0.009766675842460243,0.007709802357033826,Il7r/Coro1a/Lat/Sash3/Ikbkb/Lyn,6
Plasma cell,GO:0002237,response to molecule of bacterial origin,13/300,421/28891,5.069032498630258e-4,0.010299219209644717,0.008130191461143512,Rhoa/Hnrnpa0/Slpi/Cxcl16/Xbp1/Cr2/Cxcl9/Lyn/Zfp36/B2m/Nuggc/Irgm2/Selenos,13
Plasma cell,GO:0070670,response to interleukin-4,4/300,36/28891,5.165802890161133e-4,0.010435515608572633,0.008237783677232153,Xbp1/Hspa5/Lef1/Coro1a,4
Plasma cell,GO:0007033,vacuole organization,9/300,221/28891,5.381786077684296e-4,0.010809701750320172,0.00853316577490274,Ift20/Acp2/Lipa/Hexa/Trp53inp1/Laptm5/Coro1a/Cln3/Irgm2,9
Plasma cell,GO:0019377,glycolipid catabolic process,3/300,16/28891,5.615410249479745e-4,0.011214867628932559,0.008853003240208499,Gm2a/Psap/Hexa,3
Plasma cell,GO:1901875,positive regulation of post-translational protein modification,8/300,178/28891,5.724746773777999e-4,0.01134471507725909,0.00895550466232087,Ubb/Xbp1/Xiap/Hspa5/Vcp/Laptm5/Mcrs1/Ube2s,8
Plasma cell,GO:1903715,regulation of aerobic respiration,4/300,37/28891,5.744976625183835e-4,0.01134471507725909,0.00895550466232087,Rhoa/Macroh2a1/Vcp/Ide,4
Plasma cell,GO:0071219,cellular response to molecule of bacterial origin,11/300,322/28891,5.944731471841909e-4,0.011673592806438161,0.009215120352705249,Rhoa/Cxcl16/Xbp1/Cr2/Cxcl9/Lyn/Zfp36/B2m/Nuggc/Irgm2/Selenos,11
Plasma cell,GO:0061077,chaperone-mediated protein folding,5/300,66/28891,6.218595242150962e-4,0.012143534597867019,0.009586091846964876,Fkbp11/Sdf2l1/Hspa5/H2-DMa/Fkbp2,5
Plasma cell,GO:0006338,chromatin remodeling,14/300,489/28891,6.570002439344568e-4,0.012584209170831024,0.009933959833588557,Macroh2a1/H3f3b/Chd3/Irf4/Gnas/a/Actb/Eomes/Eif1/Mcrs1/Smarce1/Rbbp4/Top1/H1f0,14
Plasma cell,GO:0002699,positive regulation of immune effector process,11/300,326/28891,6.580808504990611e-4,0.012584209170831024,0.009933959833588557,Fcer2a/Xbp1/Tfrc/Mzb1/Laptm5/Sash3/Lamp1/Rps19/Lyn/B2m/Pnp,11
Plasma cell,GO:0006754,ATP biosynthetic process,6/300,101/28891,6.617441543405087e-4,0.012584209170831024,0.009933959833588557,Atp5mc1/Bcl2l1/Lipa/Vcp/Eno1/Ndufb1,6
Plasma cell,GO:0019915,lipid storage,6/300,101/28891,6.617441543405087e-4,0.012584209170831024,0.009933959833588557,Gm2a/Apoe/Lipa/Hexa/Ikbke/Rnf213,6
Plasma cell,GO:0006874,intracellular calcium ion homeostasis,11/300,327/28891,6.748387677681057e-4,0.012584209170831024,0.009933959833588557,Lck/Apoe/Cacna1s/Cxcl9/Coro1a/Cln3/Cd19/Thy1/Lyn/Selenok/Xcr1,11
Plasma cell,GO:0010832,negative regulation of myotube differentiation,3/300,17/28891,6.766473778910565e-4,0.012584209170831024,0.009933959833588557,Xbp1/Bhlhe41/Bhlha15,3
Plasma cell,GO:0042159,lipoprotein catabolic process,3/300,17/28891,6.766473778910565e-4,0.012584209170831024,0.009933959833588557,Apoe/Abhd17a/Lipa,3
Plasma cell,GO:0045059,positive thymic T cell selection,3/300,17/28891,6.766473778910565e-4,0.012584209170831024,0.009933959833588557,Cd3g/Zap70/H2-DMa,3
Plasma cell,GO:2001171,positive regulation of ATP biosynthetic process,3/300,17/28891,6.766473778910565e-4,0.012584209170831024,0.009933959833588557,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0051656,establishment of organelle localization,14/300,491/28891,6.835075526985857e-4,0.01263429918561423,0.009973500832006921,Ubb/Sdc1/Tmed10/Myh9/Sapcd2/a/Cln3/Lat/Lamp1/Lyn/Preb/Arfgap3/Tmed9/Tuba1a,14
Plasma cell,GO:0071826,protein-RNA complex organization,8/300,183/28891,6.865294863306737e-4,0.01263429918561423,0.009973500832006921,Snrpd1/Rpl10/Vcp/Rps27l/Rps19/Rpl38/Rps28/Rps27,8
Plasma cell,GO:0019932,second-messenger-mediated signaling,11/300,328/28891,6.919504269506063e-4,0.012667738285059276,0.009999897617553717,Apoe/Zap70/Gnas/Sppl3/Lat/Selenok/Bhlha15/Cd8a/Gapdh/Xcr1/Irgm2,11
Plasma cell,GO:0001776,leukocyte homeostasis,7/300,141/28891,7.014649096825004e-4,0.012775384235927403,0.010084873203834586,Il7r/Lipa/Coro1a/Lat/Sash3/Ikbkb/Lyn,7
Plasma cell,GO:0032663,regulation of interleukin-2 production,5/300,68/28891,7.132231417143018e-4,0.012906496544898068,0.010188373105443231,Irf4/Laptm5/Sash3/Zfp36/Pnp,5
Plasma cell,GO:0043254,regulation of protein-containing complex assembly,13/300,437/28891,7.160076319360236e-4,0.012906496544898068,0.010188373105443231,Rhoc/Apoe/Rhoa/H3f3b/Lcp1/Tfrc/Vcp/Coro1a/Ikbke/Preb/Lgals3/Skap1/Irgm2,13
Plasma cell,GO:0000041,transition metal ion transport,6/300,103/28891,7.338328317830727e-4,0.013160318386313779,0.010388739766810847,Sfxn1/Tfrc/Slc39a7/Trf/Slc39a11/B2m,6
Plasma cell,GO:0032946,positive regulation of mononuclear cell proliferation,8/300,186/28891,7.633117207375183e-4,0.013619495930925771,0.010751213977366276,Bcl2l1/Tfrc/St6gal1/Zap70/Coro1a/Sash3/Selenok/Pnp,8
Plasma cell,GO:1903580,positive regulation of ATP metabolic process,3/300,18/28891,8.057593868885977e-4,0.014212329449082904,0.01121919605533654,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0001894,tissue homeostasis,10/300,283/28891,8.086673939734227e-4,0.014212329449082904,0.01121919605533654,Tfrc/Iqcb1/Lipa/Cd7/Xiap/Gnas/Coro1a/Sash3/Trf/Tuba1a,10
Plasma cell,GO:0060249,anatomical structure homeostasis,10/300,283/28891,8.086673939734227e-4,0.014212329449082904,0.01121919605533654,Tfrc/Iqcb1/Lipa/Cd7/Xiap/Gnas/Coro1a/Sash3/Trf/Tuba1a,10
Plasma cell,GO:0043368,positive T cell selection,4/300,41/28891,8.526913479109677e-4,0.014837673702510157,0.011712842069272074,Cd3g/Irf4/Zap70/H2-DMa,4
Plasma cell,GO:1903573,negative regulation of response to endoplasmic reticulum stress,4/300,41/28891,8.526913479109677e-4,0.014837673702510157,0.011712842069272074,Bcl2l1/Xbp1/Pdia6/Selenos,4
Plasma cell,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,7/300,148/28891,9.329013039824064e-4,0.016153438834966297,0.012751505508413913,S100a4/Tfrc/Clec4n/Ltb/Ikbkb/Gapdh/Lamtor5,7
Plasma cell,GO:0009101,glycoprotein biosynthetic process,10/300,289/28891,9.481322366905268e-4,0.0162807304156638,0.01285198933164327,Plod3/Derl3/Mgat1/St6gal1/Rpn2/Ddost/Rpn1/Cog7/Ostc/Krtcap2,10
Plasma cell,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,3/300,19/28891,9.495162831325972e-4,0.0162807304156638,0.01285198933164327,Bcl2l1/Xbp1/Selenos,3
Plasma cell,GO:2000116,regulation of cysteine-type endopeptidase activity,9/300,240/28891,9.664556665858023e-4,0.01649073625266551,0.013017767690956437,Lck/Rhoa/Xiap/Cst3/Vcp/Laptm5/Rps27l/Sfn/Lamtor5,9
Plasma cell,GO:0071900,regulation of protein serine/threonine kinase activity,11/300,343/28891,9.951533141299691e-4,0.016898376324477497,0.013339558281447235,Apoe/Rhoa/Macroh2a1/Pim1/Cdk5rap1/Dnaja1/Actb/Thy1/Lyn/Sfn/Irgm2,11
Plasma cell,GO:0002335,mature B cell differentiation,4/300,43/28891,0.0010223510989453483,0.017276750542273553,0.013638246441396449,Xbp1/Cd19/Pou2af1/Lgals1,4
Plasma cell,GO:0043489,RNA stabilization,5/300,74/28891,0.0010478880565282101,0.017555300577100755,0.01385813350939211,Hnrnpa0/Rbm38/Ikbke/Zfp36/Slfn2,5
Plasma cell,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,7/300,151/28891,0.0010488230785750097,0.017555300577100755,0.01385813350939211,Hmgn2/Cxcl9/Rps19/Lgals3/Gapdh/B2m/Rpl39,7
Plasma cell,GO:0051099,positive regulation of binding,8/300,197/28891,0.001105985474729642,0.01815246055206826,0.01432953088725071,Apoe/Irf4/Sppl3/Ide/B2m/Eno1/Lamtor5/H1f0,8
Plasma cell,GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,3/300,20/28891,0.001108532983402498,0.01815246055206826,0.01432953088725071,Hspa5/Sec61a1/Sec61b,3
Plasma cell,GO:0046514,ceramide catabolic process,3/300,20/28891,0.001108532983402498,0.01815246055206826,0.01432953088725071,Gm2a/Psap/Hexa,3
Plasma cell,GO:0061620,glycolytic process through glucose-6-phosphate,3/300,20/28891,0.001108532983402498,0.01815246055206826,0.01432953088725071,Gale/Gapdh/Eno1,3
Plasma cell,GO:0001782,B cell homeostasis,4/300,44/28891,0.0011154854848497138,0.01815246055206826,0.01432953088725071,Il7r/Sash3/Ikbkb/Lyn,4
Plasma cell,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",4/300,44/28891,0.0011154854848497138,0.01815246055206826,0.01432953088725071,Bet1l/Cog7/Cope/Kdelr2,4
Plasma cell,GO:0009152,purine ribonucleotide biosynthetic process,8/300,198/28891,0.001142394019852126,0.018504677326176142,0.014607570392094128,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:0032623,interleukin-2 production,5/300,76/28891,0.0011817612220942175,0.018967537423110387,0.014972951605096648,Irf4/Laptm5/Sash3/Zfp36/Pnp,5
Plasma cell,GO:2000036,regulation of stem cell population maintenance,5/300,76/28891,0.0011817612220942175,0.018967537423110387,0.014972951605096648,Lbh/Actb/Smarce1/Rbbp4/Zfp706,5
Plasma cell,GO:0070227,lymphocyte apoptotic process,6/300,113/28891,0.0011897222417577777,0.01900851672626631,0.015005300618533503,Cd3g/Il7r/Lipa/Lyn/Lgals3/Pnp,6
Plasma cell,GO:0046365,monosaccharide catabolic process,4/300,45/28891,0.0012144090010001384,0.019315147685590436,0.015247354735110099,Hexa/Gale/Gapdh/Eno1,4
Plasma cell,GO:0055074,calcium ion homeostasis,11/300,353/28891,0.001252712799949611,0.01981943343896951,0.015645437312307744,Lck/Apoe/Cacna1s/Cxcl9/Coro1a/Cln3/Cd19/Thy1/Lyn/Selenok/Xcr1,11
Plasma cell,GO:0097553,calcium ion transmembrane import into cytosol,8/300,201/28891,0.0012573922210213943,0.01981943343896951,0.015645437312307744,Lck/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Xcr1,8
Plasma cell,GO:0006896,Golgi to vacuole transport,3/300,21/28891,0.0012834006204204998,0.02004956969234692,0.015827106598495615,Laptm5/Cln3/Lamp1,3
Plasma cell,GO:0035821,modulation of process of another organism,3/300,21/28891,0.0012834006204204998,0.02004956969234692,0.015827106598495615,Fcer2a/Bcl2l1/Slpi,3
Plasma cell,GO:0031341,regulation of cell killing,7/300,157/28891,0.0013144684318469994,0.020428976894766915,0.016126610195285045,Il7r/Fcer2a/Bcl2l1/Dnase1l3/Lamp1/B2m/Pnp,7
Plasma cell,GO:0010830,regulation of myotube differentiation,4/300,46/28891,0.0013193108833889301,0.020428976894766915,0.016126610195285045,Xbp1/Rbm38/Bhlhe41/Bhlha15,4
Plasma cell,GO:0006816,calcium ion transport,13/300,469/28891,0.0013559539133371995,0.020904289497281826,0.016501821401462873,Lck/Rhoa/Cacna1h/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Selenok/Lgals3/Bhlha15/Xcr1,13
Plasma cell,GO:0006469,negative regulation of protein kinase activity,8/300,204/28891,0.0013814269463041794,0.021203998760957164,0.01673841153968199,Apoe/Macroh2a1/Dnajc3/Cdk5rap1/Dnaja1/Actb/Thy1/Lyn,8
Plasma cell,GO:1905897,regulation of response to endoplasmic reticulum stress,5/300,79/28891,0.0014057452308375666,0.021483454288669768,0.016959013402690282,Bcl2l1/Xbp1/Pdia6/Manf/Selenos,5
Plasma cell,GO:0010039,response to iron ion,3/300,22/28891,0.0014746870639018503,0.022151816365876084,0.01748661763583121,Tfrc/Trf/B2m,3
Plasma cell,GO:0030810,positive regulation of nucleotide biosynthetic process,3/300,22/28891,0.0014746870639018503,0.022151816365876084,0.01748661763583121,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0070935,3'-UTR-mediated mRNA stabilization,3/300,22/28891,0.0014746870639018503,0.022151816365876084,0.01748661763583121,Hnrnpa0/Rbm38/Zfp36,3
Plasma cell,GO:1900373,positive regulation of purine nucleotide biosynthetic process,3/300,22/28891,0.0014746870639018503,0.022151816365876084,0.01748661763583121,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:1904951,positive regulation of establishment of protein localization,11/300,362/28891,0.0015291865561344361,0.022872726573670395,0.018055703301099103,Xbp1/Tmed10/Myh9/Glul/Gnas/Serp1/Edem1/Cln3/Edem2/Coro2b/Sfn,11
Plasma cell,GO:0007249,canonical NF-kappaB signal transduction,9/300,258/28891,0.001594671763764078,0.023751149362842092,0.01874912921178461,S100a4/Rhoa/Tfrc/Clec4n/Ltb/Ikbkb/Gapdh/Irgm2/Lamtor5,9
Plasma cell,GO:0009260,ribonucleotide biosynthetic process,8/300,210/28891,0.0016586071945844405,0.024509712883194788,0.01934793835744597,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
